global_entry_no,source_label,bucket,second_level,core_point,year,district,exam_type,q_no,q_sub,overall_auto_status,paper_count,rubric_count,other_count,paper_statuses,rubric_statuses,q_in_paper,q_in_rubric,prompt_exact,prompt_match_fragment,prompt_match_score,score_match_fragment,score_match_score,surface_match_fragment,surface_match_score,paper_paths,rubric_paths,other_paths,prompt,score_layers,surface_sentence
80,2026东城一模Q19(3),经济全球化,新增：全球经济治理与规则权益,积极参与全球经济治理和经贸规则完善,2026,东城,一模,19,3,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,2,10,0,OCR_OK;OK,OCR_OK;OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,积极参与全球经济治理和经贸规则完善,0.001,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。,,北京通过国际科创交流、跨境标准对接和制度型开放，积极参与全球经济治理和经贸规则完善，为未来产业链韧性提升营造稳定可预期的规则环境。
81,2024西城一模Q19(6),经济全球化,新增：全球经济治理与规则权益,积极参与全球经济治理和经贸规则完善,2024,西城,一模,19,6,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,True,以及攻克“卡脖子”难题对经济开放发展的助推作用,1.000,,0.000,攻克“卡脖子”难题有利于我国提升参与国际技术标准和相关贸易规则制定的能力,0.007,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx || /Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,,结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。,,攻克“卡脖子”难题有利于我国提升参与国际技术标准和相关贸易规则制定的能力，积极参与全球经济治理和经贸规则完善，增强经济开放发展的规则主动权。
82,2026海淀一模Q20,经济全球化,新增：全球经济治理与规则权益,积极参与全球经济治理和经贸规则完善,2026,海淀,一模,20,,ISSUE_SCORE_LAYER_NOT_FOUND_AUTO,1,1,0,OCR_OK,OK,True,True,True,运用《当代国际政治与经济》知识,1.000,,0.000,中国标准走出国门,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。,8分；角度1对我国3分，角度2对世界经济3分，角度3对全球治理2分。,中国标准走出国门，体现我国主动参与国际标准供给和全球经济治理规则完善，有利于提升中国在全球经济治理中的参与度和贡献度。
83,2025昌平二模Q21,经济全球化,新增：全球经济治理与规则权益,积极参与全球经济治理和经贸规则完善,2025,昌平,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,说明上述举措对我国建设更高水平的开放型经济具有什么重要意义,1.000,,0.000,有利于提升我国在全球经济治理中的话语权和影响力,0.003,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,中国通过稳外资、扩开放和完善经贸合作机制，积极参与全球经济治理和经贸规则完善，有利于提升我国在全球经济治理中的话语权和影响力。
84,2024西城一模Q19(6),经济全球化,新增：全球经济治理与规则权益,参与国际标准制定，提升国际规则话语权,2024,西城,一模,19,6,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,True,以及攻克“卡脖子”难题对经济开放发展的助推作用,1.000,,0.000,提升国内企业在国际技术标准和相关贸易规则制定中的话语权,1.000,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx || /Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,,结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。,,我国攻克“卡脖子”难题，有利于调整对外贸易的产品结构，提升国内企业在国际技术标准和相关贸易规则制定中的话语权，增强产品和服务的国际竞争力，助推经济开放发展。
85,2026海淀一模Q20中国标准与全球经济治理参与,经济全球化,新增：全球经济治理与规则权益,参与国际标准制定，提升国际规则话语权,2026,海淀,一模,20,,ISSUE_SCORE_LAYER_NOT_FOUND_AUTO,1,1,0,OCR_OK,OK,True,True,True,运用《当代国际政治与经济》知识,1.000,,0.000,积极参与全球经济治理和规则制定,0.003,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。,8分；角度1对我国3分，角度2对世界经济3分，角度3对全球治理2分。,我国主动向国际标准化组织贡献提案并牵头制定多领域国际标准，积极参与全球经济治理和规则制定。
86,2025昌平二模Q21稳外资行动提升全球经济治理话语权,经济全球化,新增：全球经济治理与规则权益,参与国际标准制定，提升国际规则话语权,2025,昌平,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,说明上述举措对我国建设更高水平的开放型经济具有什么重要意义,1.000,,0.000,有利于提升中国在全球经济治理中的话语权和影响力,0.003,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,,结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。（8分）,,中国通过扩大开放和稳外资举措与各国对接经贸合作机制，有利于提升中国在全球经济治理中的话语权和影响力。
87,2025西城期末Q20(2),经济全球化,新增：全球经济治理与规则权益,充分运用国际规则，利用国际组织赋予的权利，对话磋商，积极维护自身权益,2025,西城,期末,20,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,也是中国电动汽车出口的主要目的地,1.000,,0.000,利用国际组织赋予的权利,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,,欧盟是中国整车出口的第一大市场，也是中国电动汽车出口的主要目的地。2024年10月，欧盟决定对从中国进口的纯电动汽车征收为期五年的高额反补贴税。中国汽车企业该如何应对？（6分）,,中国汽车企业面对欧盟反补贴税，应充分运用国际规则，利用国际组织赋予的权利，通过对话磋商积极维护自身合法权益。
88,2024海淀期中Q16(2),经济全球化,新增：全球经济治理与规则权益,"企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境",2024,海淀,期中,16,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,False,False,"为中国咖啡企业""出海""提出建议",0.003,,0.000,积极参与全球经济治理和规则制定,1.000,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,,"（2）结合材料三，从经济角度，为中国咖啡企业""出海""提出建议。（6分）",,"企业和政府利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境。"
89,2026朝阳一模Q20,经济全球化,新增：产业链供应链与开放安全,维护全球产业链供应链稳定畅通,2026,朝阳,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,阐述中国为什么能为全球发展注入稳定性和正能量,1.000,,0.000,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量，中国坚持创新驱动发展战略，科技实力日益增强、创新势能持续迸发，成为全球创新策源地，为全球产业链供应链稳定提供坚实支撑。
90,2026房山一模Q19,经济全球化,新增：产业链供应链与开放安全,维护全球产业链供应链稳定畅通,2026,房山,一模,19,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,使中国市场成为全球产业链供应链的稳定器,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港封关是如何助力国际循环的。,,海南自贸港通过“二线管住”对“零关税”、加工增值免关税等海关监管货物分类监管、精准查验，形成“东南亚原料进口—海南加工增值—全国市场投放”产业链，推动企业将节税资金投入核心技术攻坚，提升企业竞争力，促进产业升级、优化产业结构，深度融入全球产业分工和合作，使中国市场成为全球产业链供应链的稳定器。
91,2026门头沟一模Q20,经济全球化,新增：产业链供应链与开放安全,维护全球产业链供应链稳定畅通,2026,门头沟,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,为世界经济开放发展注入新活力,1.000,,0.000,促进全球产业链供应链稳定畅通,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，分析海南自贸港全岛封关为何能为中国经济发展注入新动能、为世界经济开放发展注入新活力。,,海南自贸港通过提升货物贸易开放度、发展保税维修和优化口岸通关，促进全球产业链供应链稳定畅通。
92,2026东城一模Q19(3),经济全球化,新增：产业链供应链与开放安全,统筹开放与安全，维护产业链供应链安全稳定,2026,东城,一模,19,3,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,2,10,0,OCR_OK;OK,OCR_OK;OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,在高水平开放和产业链韧性提升的动态平衡中推动未来产业高质量发展,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,,结合材料二，运用《当代国际政治与经济》知识，分析在推动未来产业中，北京是如何统筹高水平对外开放与提升产业链韧性之间关系的。（8分）,,北京在推动未来产业中坚持开放与安全协同发力，在高水平开放和产业链韧性提升的动态平衡中推动未来产业高质量发展。
93,2026丰台期末Q20,经济全球化,新增：产业链供应链与开放安全,维护全球产业链供应链稳定畅通，服务共同现代化,2026,丰台,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,中拉双方维护全球产业链供应链稳定畅通,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,,中拉双方维护全球产业链供应链稳定畅通，有利于深化国际分工合作，为双方现代化提供稳定经济基础。
