p_index	style	heading_level	h1	h2	h3	h4	text
295			二、辩证思维	分析与综合	10. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【为什么能想到】  从材料本身看，同学们先分门别类查找垃圾分类法律条文、城市分类标准、商品包装标识、样本数据和公众反馈，这一步是在分析问题来源和资料类型；再把这些资料联系起来，形成“在商品包装上印制垃圾分类标识”的提案方案，这一步才是综合。触发依据应来自材料动作，而不是先看答案标签。
296			二、辩证思维	分析与综合	10. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【答案落点】  同学们运用分析与综合相结合的方法。先分析垃圾分类中存在的具体问题，分别查找法律条文、城市分类标准、商品包装标识和样本数据；再综合这些资料，找到问题之间的内在联系，形成在商品包装上印制垃圾分类标识的解决方案。
297			二、辩证思维	分析与综合	10. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【同题说明】  本题6分，须补出两种“具体研究方法”（各1分）并各用科学思维说明理由（各2分）；细则明确“写发散思维、联想思维、超前思维作为方法名不得分”。本条仅示范一种说理路径，须两种具体方法各自结合科学思维角度作答方得满分。
298	Heading3	3	二、辩证思维	分析与综合	补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）		补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）
299			二、辩证思维	分析与综合	补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）		【材料触发点】  新征程中的机遇与挑战包含科技革命、产业基础、外部压力、内部短板、风险应对等多个方面，既要分开识别，又要综合成现代化建设的总体应对方案。
300			二、辩证思维	分析与综合	补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）		【设问】  结合材料，运用辩证思维方法，谈谈应如何面对我国在全面建设社会主义现代化国家新征程上的“机遇”与“挑战”。（8分）
301			二、辩证思维	分析与综合	补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）		【为什么能想到】  分析与综合要求先拆开看不同因素，再合起来形成方案。本题不能只喊“抓机遇迎挑战”，而要分别分析机遇来自哪里、挑战表现在哪些方面、各因素如何影响现代化建设，再综合成主动作为、制度完善、科技创新和风险防范的整体思路。
302			二、辩证思维	分析与综合	补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）		【答案落点】  面对新征程机遇与挑战，要运用分析与综合，分别分析科技革命、产业基础、制度优势、外部环境、短板风险等因素的作用和限度；再在综合把握基础上形成统筹发展和安全、推进科技创新、完善制度供给、化解风险挑战的整体方案。
303			二、辩证思维	分析与综合	补充：2026朝阳期中(2025-11) 第20题（分析与综合路径）		【同题说明】  本题8分；细则列矛盾分析法、分析与综合（可换整体性）、量变质变、动态性四角度，选三角度各2分共6分，另有条理2分。本条只训练该题的一个可选思维角度，需按评分细则择路径/合答，单条不等于该题满分答案。
304	Heading2	2	二、辩证思维	矛盾分析法			矛盾分析法
305	Heading3	3	二、辩证思维	矛盾分析法	7. 2026西城二模 第18题第（4）问（主观题）		7. 2026西城二模 第18题第（4）问（主观题）
306			二、辩证思维	矛盾分析法	7. 2026西城二模 第18题第（4）问（主观题）		【材料触发点】  AI 生成内容可能带来效率和工具优势，也存在幻觉、偏见、错误和隐蔽价值立场；适应人机协同新常态，不能盲目迷信机器输出，也不能全盘否定 AI 技术。
307			二、辩证思维	矛盾分析法	7. 2026西城二模 第18题第（4）问（主观题）		【设问】  （4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）
308			二、辩证思维	矛盾分析法	7. 2026西城二模 第18题第（4）问（主观题）		【为什么能想到】  这道题的辩证思维层面落在“全面、发展的观点”，不是整体性。材料同时呈现 AI 的工具价值和幻觉、偏见、错误、隐蔽价值立场等风险，要求学生既不能盲目迷信机器输出，也不能全盘否定智能工具；关键是用矛盾分析法全面看待 AI 技术发展现状，在发展中规范、在规范中使用。
309			二、辩证思维	矛盾分析法	7. 2026西城二模 第18题第（4）问（主观题）		【答案落点】  适应人机协同新常态，应坚持矛盾分析法和全面发展的观点，既看到 AI 在信息处理、辅助学习和问题解决中的积极作用，也看到幻觉、偏见、错误和隐蔽价值立场带来的风险；既不盲目迷信，也不全盘否定，而是在事实核验、独立判断和规范使用中推动人机良性互动。
310			二、辩证思维	矛盾分析法	7. 2026西城二模 第18题第（4）问（主观题）		【同题说明】  本题7分，细则要求客观性／辩证思维（全面、发展）／三新三维度（各约3分、至少一点深入才6—7分）；本条只训练其一，须三维度合答方得满分。
311	Heading3	3	二、辩证思维	矛盾分析法	1. 2026朝阳期中(2025-11) 第20题（主观题）		1. 2026朝阳期中(2025-11) 第20题（主观题）
312			二、辩证思维	矛盾分析法	1. 2026朝阳期中(2025-11) 第20题（主观题）		【材料触发点】  面对机遇与挑战并存的新征程；拆分新机遇与风险因素再整体谋划；持续投入科研和循序渐进化解冲击；顺应科技革命和国际环境变化
313			二、辩证思维	矛盾分析法	1. 2026朝阳期中(2025-11) 第20题（主观题）		【设问】  结合材料，运用辩证思维方法，谈谈应如何面对我国在全面建设社会主义现代化国家新征程上的“机遇”与“挑战”。（8分）
314			二、辩证思维	矛盾分析法	1. 2026朝阳期中(2025-11) 第20题（主观题）		【为什么能想到】  材料把“机遇”放在新征程背景中，不是让你单向乐观，而是要求同时看见机遇与挑战的对立统一。科技革命、产业基础、外部压力和内部短板共同说明，机遇是在矛盾双方及其转化条件中展开的；只有把推动力量和制约因素一起分析，才能判断新征程中的发展动力。
315			二、辩证思维	矛盾分析法	1. 2026朝阳期中(2025-11) 第20题（主观题）		【答案落点】  面对机遇，要坚持矛盾分析法，既看到有利条件、发展空间、科技革命和政策机遇，也看到风险挑战、短板压力、外部不确定和内部能力不足，分析机遇和挑战相互联系、相互转化的条件；不能把机遇当作自动到来的结果，而要通过主动作为、制度完善、科技创新和风险应对，把有利条件转化为发展优势，把压力和短板转化为改革创新的动力。
316			二、辩证思维	矛盾分析法	1. 2026朝阳期中(2025-11) 第20题（主观题）		【同题说明】  本题8分；细则列矛盾分析法、分析与综合（可换整体性）、量变质变、动态性四角度，选三角度各2分共6分，另有条理2分。本条只训练该题的一个可选思维角度，需按评分细则择路径/合答，单条不等于该题满分答案。
317	Heading3	3	二、辩证思维	矛盾分析法	2. 2025延庆一模 第18题（主观题）		2. 2025延庆一模 第18题（主观题）
318			二、辩证思维	矛盾分析法	2. 2025延庆一模 第18题（主观题）		【材料触发点】  低空经济呈现高速增长态势，但面临整体产业规模小、基础设施和服务保障少、低空空域开放难、应用场景散等挑战，需要完善基础设施保障和监管体系，鼓励企业技术创新与多元应用场景开发。
