paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
1641,经济全球化,新增：产业链供应链与开放安全,维护全球产业链供应链稳定畅通,6,2025海淀期中Q16(2),,2025_海淀_期中_Q16_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_期中_Q16_2.md,中国咖啡企业“出海”面对海外消费差异、供应链压力、知识产权和贸易风险，单靠企业经营策略不足，还要从国际规则和治理参与角度改善外部环境。,结合材料三，从经济角度，为中国咖啡企业“出海”提出建议。,,"咖啡企业应打造稳定供应链、降低生产成本，维护全球产业链供应链稳定畅通，保障""出海""经营。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1655,经济全球化,新增：产业链供应链与开放安全,统筹开放与安全，维护产业链供应链安全稳定,2,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,,处理好发展与安全关系，树立总体国家安全观、坚持底线思维，维护经济安全、科技安全与产业链稳定。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1719,经济全球化,新增：数字经济、绿色转型与新兴领域,以开放促进产业升级，为未来产业拓展国际空间，提升国际竞争力，筑牢安全基础,2,2024西城一模Q19(6),,2024_西城_一模_Q19_6,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_一模_Q19_6.md,题目同时追问未来产业的挑战，前沿科技竞争具有国家战略属性，答题要把技术、人才、资源竞争上升到综合国力较量和风险防范。,结合材料，从经济角度分析我国未来产业发展的机遇和挑战，以及攻克“卡脖子”难题对经济开放发展的助推作用。,,"攻克""卡脖子""难题有利于提升我国在国际技术标准和贸易规则制定中的话语权，推动制度型开放、形成出口竞争新优势。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1782,经济全球化,新增：贸易保护主义与多边贸易体制,维护多边贸易体制,3,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,,我国应坚定维护本国利益、维护多边贸易体制与市场秩序，以和平谈判推动贸易自由便利，实现互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1814,经济全球化,新增：贸易保护主义与多边贸易体制,顺应经济全球化趋势，反对贸易保护主义,1,2026朝阳期末Q20,,2026_朝阳_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md,材料同时呈现经济全球化深入发展和贸易保护主义、关税霸凌等逆全球化障碍，题目指向说明中国特色大国外交为什么要主动作为。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,“高水平对外开放”“高质量共建一带一路”与“保护主义、关税霸凌”并列出现。要解释中国外交主动作为的经济背景，先要说明全球化趋势与逆全球化阻力的冲突。先说明经济全球化是历史大势，再指出贸易保护主义阻碍国际分工和资源流动，最后接到中国需要主动维护开放合作环境。,经济全球化是不可逆转的历史大势，贸易保护主义会阻碍资源流动和国际分工，不利于世界经济复苏和共同发展，中国外交需要主动维护开放合作的国际经济环境。,（本题8分）,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
1825,经济全球化,新增：贸易保护主义与多边贸易体制,顺应经济全球化趋势，反对贸易保护主义,2,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,,欧盟加征关税是贸易保护主义、逆全球化之举，违背经济规律，破坏市场竞争、损害消费者利益。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1869,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,4,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,作答要求把“新型国际关系”列为可写角度，材料强调中国通过共享发展成果、促进文明互鉴，为动荡变革世界注入稳定性。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,菌草技术、鲁班工坊、民生工程和发展合作跨越多个国家，呈现的是合作共赢而非阵营对抗、零和博弈。“中国好，世界会更好”应指向中国推动怎样的国际关系，而不是只说中国帮助了谁。先概括共享成果和文明互鉴的合作事实，再写相互尊重、公平正义、合作共赢的新型国际关系，最后接到世界稳定性。,中国通过共享发展成果、促进文明互鉴，为动荡变革的世界注入稳定性，推动构建相互尊重、公平正义、合作共赢的新型国际关系。,（本题8分）,EXACT,PARTIAL,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
1878,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,5,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,,科技小院以技术共享、人才共育践行相互尊重、合作共赢的新型国际关系，推动南南合作走深走实。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1888,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,6,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,大国外交致力于推动建立相互尊重、公平正义、合作共赢的新型国际关系，营造良好外部环境。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
1898,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,7,2024朝阳二模Q20,,2024_朝阳_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_二模_Q20.md,表格题先要求形成研讨共识，研讨背景集中呈现气温上升对粮食、生态、能源、基础设施和生命财产安全的威胁，因此必须先说明气候治理的全球公共问题属性。,结合研讨背景，运用《当代国际政治与经济》知识，完成下表。,,各方达成共识：各主权国家和国际组织应构建公平正义、合作共赢的新型国际关系，共商共建共享，合作应对气候变化。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1906,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,8,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国在联合国贡献中国智慧和方案，推动构建相互尊重、公平正义、合作共赢的新型国际关系，故联合国也需要中国。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
1914,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,9,2024朝阳一模Q21,,2024_朝阳_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_一模_Q21.md,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。,,坚持合作共赢，推动构建相互尊重、公平正义、合作共赢的新型国际关系，为我国发展营造良好外部环境。,,PARTIAL,NO_MATCH,EMPTY,OK,MISSING_WHY
1922,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,11,2026石景山一模Q20,,2026_石景山_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_一模_Q20.md,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,,中国倡议深化合作共赢，推动构建相互尊重、公平正义、合作共赢的新型国际关系，促进亚太团结合作。,,EXACT,NO_MATCH,EMPTY,OK,BAD_SEQUENCE_EXPECT_10;MISSING_WHY
1932,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,12,2024西城二模Q19,中国答案的国际关系新思路,2024_西城_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md,题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。,结合材料，阐述中国答案所体现的处理国际关系的新思路。,,中国答案超越实力至上的逻辑，倡导相互尊重、公平正义、合作共赢，构建新型国际关系，推动全球合作发展。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
