atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs,_file,final_bucket,final_core_cluster
ATOM-DC12,理论,共同利益是合作的基础,共同利益；一带一路；贸易自由化便利化；具体合作,2025东城一模 Q20,第一层4分中的共同利益2分及替代,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,中拉命运共同体建设、自贸协定升级和一带一路合作说明双方合作能成立 触发共同利益基础,国家间共同利益是合作的基础 中拉共建“一带一路”和自贸协定升级契合双方发展需要 因而能够深化合作,merge_with_common_interest_core,具体合作只作替代层级 不反向替代共同利益,candidate_with_fixes,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,scoring_atom_table_batch04C_dongcheng_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-DC13,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,贸易自由化便利化；中拉合作；自贸协定升级；开放、包容、普惠、平衡、共赢,2025东城一模 Q20,第一层4分中的经济全球化方向2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,元首外交中自贸协定升级和一带一路合作形成国际经济合作场景 触发经济全球化正确方向,此次元首外交推进中拉经贸合作和自贸协定升级 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,merge_with_full_open_inclusive_universal_balanced_winwin_core,高水平对外开放和高质量发展只作边界表述,candidate_with_fixes,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,scoring_atom_table_batch04C_dongcheng_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
ATOM-DC14,政治多极化,维护发展中国家的利益，完善全球治理并推进国际关系民主化,维护发展中国家利益；全球南方；完善全球治理；推进国际关系民主化,2025东城一模 Q20,第二层2分及替代,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,材料写回应全球南方求平等促变革的强烈意愿 触发发展中国家利益和全球治理改革,此次元首外交回应全球南方求平等促变革的愿望 维护发展中国家利益 推动全球治理完善和国际关系民主化,merge_with_global_south_voice_and_ir_democratization,不与人类命运共同体实践层混成一条,candidate_with_fixes,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,scoring_atom_table_batch04C_dongcheng_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
ATOM-DC15,中国,开辟中国特色大国外交的新境界，构建人类命运共同体的新实践,中国特色大国外交新境界；构建人类命运共同体的新实践,2025东城一模 Q20,第三层2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,材料呈现元首外交在多边活动和中拉合作中的连续实践 触发中国特色大国外交与命运共同体实践,此次元首外交以密集多边活动和务实合作开辟中国特色大国外交新境界 成为构建人类命运共同体的新实践,merge_with_chinese_major_country_diplomacy_hmc_practice,作为中国外交实践层 不吞并前两层经济和治理点,candidate_with_fixes,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,推动构建人类命运共同体
ATOM-DC16,经济全球化,中国新能源汽车发展促进资源优化配置和国际贸易，让经济全球化更有活力,促进资源优化配置；促进国际贸易；为世界新能源产业注入活力；让经济全球化更有活力,2025东城期末 Q20,第一层中国贡献2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,题目围绕中国新能源汽车出口和世界市场影响 触发经济全球化中的资源配置和国际贸易贡献,中国新能源汽车走向世界市场 促进资源优化配置和国际贸易 为世界新能源产业注入活力 让经济全球化更有活力,merge_with_globalization_factor_flow_and_trade_contribution,绿色贡献可作材料支撑 不单独升为选必一术语,candidate_with_fixes,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9,scoring_atom_table_batch04C_dongcheng_prelim.csv,经济全球化,中国新能源汽车发展促进资源优化配置和国际贸易，让经济全球化更有活力
ATOM-DC17,时代背景,贸易保护主义和逆全球化违背经济规律，破坏市场竞争和市场秩序,贸易保护主义；逆全球化；违背经济规律；破坏市场竞争；破坏市场秩序；损害消费者利益,2025东城期末 Q20,第二层批判欧盟行为2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,欧盟对中国新能源汽车征收反补贴税形成贸易壁垒 触发贸易保护主义和逆全球化批判,欧盟对中国新能源汽车征收反补贴税是贸易保护主义和逆全球化行为 违背经济规律 破坏市场竞争和市场秩序,merge_with_trade_protectionism_counter_globalization_core,不得使用试卷普通解析冒充细则,candidate_with_fixes,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9,scoring_atom_table_batch04C_dongcheng_prelim.csv,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显
ATOM-DC18,中国,坚定维护本国利益，坚持互利共赢、和平谈判并推动贸易自由便利,维护本国利益；互利共赢；和平谈判方式；推动贸易自由便利；维护市场秩序,2025东城期末 Q20,第三层我国态度和做法2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_paper_text_support,材料中的中欧磋商和贸易争端处理需要写中国维护利益与合作解决的态度,中国应坚定维护本国利益 坚持互利共赢和和平谈判方式 推动贸易自由便利并维护市场秩序,merge_with_trade_friction_response_and_winwin,与西城汽车贸易壁垒题同类但本题是短文认识类,candidate_with_fixes,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9,scoring_atom_table_batch04C_dongcheng_prelim.csv,中国,坚定维护本国利益，坚持互利共赢、和平谈判并推动贸易自由便利
ATOM-DC-B01,模块边界,制度型开放、国际高标准经贸规则和国际科创合作可作选必一边界观察,高水平对外开放；对接国际高标准经贸规则；国际科创交流合作；稳步扩大制度型开放；积极参与全球产业链合作；开放与安全动态平衡,2026东城一模 Q19(3),评标细则4+3+1的开放促进韧性与韧性支撑开放,P0_formal_scoring_rule_pptx_but_mixed_module,formal_scoring_pptx_with_paper_text_support,题干明示当代国际政治与经济但材料主轴是未来产业和产业链韧性 需边界核读后只保留选必一采分功能,北京通过对接国际高标准经贸规则、开展国际科创合作和扩大制度型开放 以开放促进产业链韧性并在开放与安全协同中推动未来产业发展,boundary_only_mixed_module_observation,未来产业、高水平对外开放、产业链韧性和高质量发展不直接计入选必一主链频次,boundary_only,2026东城一模_Q19_3_SRC_90391f5178e4;2026东城一模_Q19_3_SRC_0fca4fc46247,scoring_atom_table_batch04C_dongcheng_prelim.csv,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系
ATOM-CY01,中国,开创周边工作新局面是实现发展繁荣、维护国家安全、运筹外交全局、推动构建人类命运共同体的需要,实现发展繁荣的重要基础；维护国家安全的重点；运筹外交全局的首要；推动构建人类命运共同体的关键,2025朝阳二模 Q21,中国发展需要3分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问问为什么要开创周边工作新局面 先从中国发展安全外交全局说明必要性,我国周边国家众多 开创周边工作新局面是实现发展繁荣的重要基础 是维护国家安全的重点 是运筹外交全局的首要 也是推动构建人类命运共同体的关键,merge_with_china_diplomacy_hmc_practice,该组是中国发展需要 不拆成四个独立频次,candidate_with_fixes,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,推动构建人类命运共同体
ATOM-CY02,理论,共同利益是国际合作的基础,共同利益；广泛共同利益；独立自主和平外交政策为同一评分位置替代表述；维护世界和平促进共同发展,2025朝阳二模 Q21,区域发展需要第1点1分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料呈现中国与周边国家山水相连人文相通利益相融命运与共 回答合作为何成立优先触发共同利益 独立自主和平外交政策只是同槽替代表述不并入理论核心,共同利益是国际合作的基础 中国与周边国家有着广泛共同利益 为开创周边工作新局面和促进区域共同发展提供重要前提,split_common_interest_from_independent_policy_variant,共同利益归理论桶；独立自主和平外交政策归中国外交政策表述积累 不制造同一核心,candidate_with_fixes,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体
ATOM-CY03,经济全球化,推动区域经济一体化，促进区域贸易和投资自由化便利化,经济融合；共同发展；区域经济一体化；区域贸易和投资自由化便利化,2025朝阳二模 Q21,区域发展需要经济角度1分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料写中国成为周边多国最大贸易伙伴和共建一带一路 回答区域发展需要触发经济融合和贸易投资便利化,中国与周边国家开展贸易 能推动区域经济一体化 促进区域贸易和投资自由化便利化 实现共同发展,merge_with_trade_investment_facilitation_and_regional_integration,与全球化完整五词方向同属经济全球化但功能不同 保留区域化用法,candidate_with_fixes,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-CY04,中国,推动构建周边国家命运共同体，维护地区和平与稳定,创新区域合作机制；搭建合作平台；维护地区和平稳定；维护区域安全；周边国家命运共同体,2025朝阳二模 Q21,区域发展需要安全政治角度1分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料写亲诚惠容周边外交和周边命运共同体 回答区域安全政治需要触发周边命运共同体和地区和平稳定,中国同周边国家创新区域合作机制并搭建合作平台 有利于维护地区和平稳定 推动构建周边国家命运共同体,merge_with_neighboring_hmc_china_diplomacy,周边命运共同体作为中国外交实践 不合并为空泛HMC频次,candidate_with_fixes,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,推动构建人类命运共同体
ATOM-CY05,政治多极化,推动建设以合作共赢为核心的新型国际关系，推动国际关系民主化，实现真正的多边主义,合作共赢新型国际关系；国际关系民主化；真正的多边主义；全球治理变革,2025朝阳二模 Q21,世界发展需要第1点1分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,设问把周边工作放到世界变局中考查 需要从区域合作上升到国际秩序和全球治理方向,中国携手周边国家推动建设以合作共赢为核心的新型国际关系 推动国际关系民主化 实现真正的多边主义并推动全球治理变革,merge_with_new_type_ir_democratization_multilateralism,同槽任意词给分 进入表述积累时不得拆成四个必答点,candidate_with_fixes,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系
ATOM-CY06,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,维护全球自由贸易；多边贸易；开放包容普惠平衡共赢,2025朝阳二模 Q21,世界发展需要第2点1分,P0_formal_scoring_rule_text,formal_scoring_docx_with_paper_text_support,材料中的区域贸易合作延展到世界发展需要 触发全球自由贸易和经济全球化完整方向,中国通过区域经济合作维护全球自由贸易和多边贸易 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,merge_with_full_five_word_globalization_direction,必须与2024朝阳期中等同类项合并 保留完整五词,candidate_with_fixes,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
