material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0162_2025_海淀_一模_18_07,CC0162_2025_海淀_一模_18,小黄对此表示不满，向法院提起诉讼，认为格式条款无效，要求解封年卡，恢复相关权益，并要求主 题乐园赔偿其禁卡期间的损失。,小黄对此表示不满，向法院提起诉讼，认为格式条款无效，要求解封年卡，恢复相关权益，并要求主 题乐园赔偿其禁卡期间的损失。,,,,yes,格式条款；起诉,carries 法律事实/规则信号,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0162_2025_海淀_一模_18_08,CC0162_2025_海淀_一模_18,最终，法院判决驳回小黄的诉讼请求。,最终，法院判决驳回小黄的诉讼请求。,,,,yes,诉讼请求,carries 法律事实/规则信号,F0089:page 2 | F0090:page 5 | F0090:page 8,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_01,CC0181_2025_海淀_期末_21,21. 阅读材料，完成问题。,21. 阅读材料，完成问题。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_02,CC0181_2025_海淀_期末_21,“竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原单位有竞争关系的同类产品或经营同类业务。,“竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原单位有竞争关系的同类产品或经营同类业务。,,,,,劳动者；用人单位,carries 法律事实/规则信号,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_03,CC0181_2025_海淀_期末_21,案例一：李某是A公司自主培养的高级管理人员。,案例一：李某是A公司自主培养的高级管理人员。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_04,CC0181_2025_海淀_期末_21,在职期间，李某与该公司签订了保密协议和竞业限制协议。,在职期间，李某与该公司签订了保密协议和竞业限制协议。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_05,CC0181_2025_海淀_期末_21,两年后，李某离职，次日即入职相同经营范围和业务的B公司，任职相同岗位，负责相同产品生产。,两年后，李某离职，次日即入职相同经营范围和业务的B公司，任职相同岗位，负责相同产品生产。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_06,CC0181_2025_海淀_期末_21,该产品生产技术属A公司“不为公众所知悉的技术信息”，A公司将李某诉至法院。,该产品生产技术属A公司“不为公众所知悉的技术信息”，A公司将李某诉至法院。,,,,yes,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_07,CC0181_2025_海淀_期末_21,法院经审理认为，李某违反了竞业限制义务，判决其向A公司支付赔偿金。,法院经审理认为，李某违反了竞业限制义务，判决其向A公司支付赔偿金。,,,,yes,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_08,CC0181_2025_海淀_期末_21,案例二：厨师刘某在某餐饮公司从事拌黄瓜等冷菜制作。,案例二：厨师刘某在某餐饮公司从事拌黄瓜等冷菜制作。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_09,CC0181_2025_海淀_期末_21,公司认为刘某在制作过程中会掌握一些菜品秘方，双方签署了保密及竞业限制协议。,公司认为刘某在制作过程中会掌握一些菜品秘方，双方签署了保密及竞业限制协议。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_10,CC0181_2025_海淀_期末_21,刘某从该公司离职后，到其他餐馆从事冷菜制作。,刘某从该公司离职后，到其他餐馆从事冷菜制作。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_11,CC0181_2025_海淀_期末_21,原公司以违反竞业限制协议为由起诉刘某，要求赔偿违约金及损失。,原公司以违反竞业限制协议为由起诉刘某，要求赔偿违约金及损失。,,,,yes,违约金；起诉,carries 法律事实/规则信号,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0181_2025_海淀_期末_21_12,CC0181_2025_海淀_期末_21,法院经审理认为，餐饮公司与刘某签订的竞业限制协议应属无效。,法院经审理认为，餐饮公司与刘某签订的竞业限制协议应属无效。,,,,,,背景或价值铺垫,F0139:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_01,CC0189_2025_石景山_一模_20,20. (8 分) 新质生产力鼓励新业态拓展创新。,20. (8 分) 新质生产力鼓励新业态拓展创新。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_02,CC0189_2025_石景山_一模_20,人民法院能动履职、保护创新，为发展新质生产力提供重要保障。,人民法院能动履职、保护创新，为发展新质生产力提供重要保障。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_03,CC0189_2025_石景山_一模_20,下列 是石景山法院以司法护航新质生产力发展的两个案例。,下列 是石景山法院以司法护航新质生产力发展的两个案例。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_04,CC0189_2025_石景山_一模_20,案例一 集成电路产业是信息产业的核心，为新质生产力发展提供重要支撑。,案例一 集成电路产业是信息产业的核心，为新质生产力发展提供重要支撑。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_05,CC0189_2025_石景山_一模_20,原告科技公司与被告电路公司就某集 成电路技术研发项目签订委托合同，约定由被告按相关技术标准在规定时间内完成产品研发交付，原告分 期付酬 16 万元。,原告科技公司与被告电路公司就某集 成电路技术研发项目签订委托合同，约定由被告按相关技术标准在规定时间内完成产品研发交付，原告分 期付酬 16 万元。,,,,,原告；被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_06,CC0189_2025_石景山_一模_20,研发过程中，原告支付了两期研发费共9.6 万元，经检验，阶段性产品未达合同要求且研 发进度超期。,研发过程中，原告支付了两期研发费共9.6 万元，经检验，阶段性产品未达合同要求且研 发进度超期。,,,,,原告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_07,CC0189_2025_石景山_一模_20,被告延期交付最终成果后，原告主张被告未能依约提交达标成果，错过上市时机，致原告经 济损失严重，故要求被告返还研发费用并支付违约金。,被告延期交付最终成果后，原告主张被告未能依约提交达标成果，错过上市时机，致原告经 济损失严重，故要求被告返还研发费用并支付违约金。,,,,yes,违约金；原告；被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_08,CC0189_2025_石景山_一模_20,法院经审理，判令被告返还原告服务费、违约金共 计11 万余元。,法院经审理，判令被告返还原告服务费、违约金共 计11 万余元。,,,,yes,违约金；原告；被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_09,CC0189_2025_石景山_一模_20,案例二 软件是信息技术关键载体，是新质生产力的代表和数字经济发展的基础。,案例二 软件是信息技术关键载体，是新质生产力的代表和数字经济发展的基础。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_10,CC0189_2025_石景山_一模_20,“好省”APP是原告某网络科技公 司旗下的一款电商导购应用，用户可在其中领取主流商城的商品优惠券，故该软件上线后下载量巨大。,“好省”APP是原告某网络科技公 司旗下的一款电商导购应用，用户可在其中领取主流商城的商品优惠券，故该软件上线后下载量巨大。,,,,,原告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_11,CC0189_2025_石景山_一模_20,被 告周某是被诉软件“超好省-省钱助手”APP 的开发运营者，该软件晚于原告软件三年上线。,被 告周某是被诉软件“超好省-省钱助手”APP 的开发运营者，该软件晚于原告软件三年上线。,,,,yes,原告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_12,CC0189_2025_石景山_一模_20,原告主张“好 省”软件经其长期宣传已具有影响力，被告软件与原告软件名称和图标相近、内容业务相同，已造成公众 混淆，请求法院判令被告停止不当行为并赔偿损失。,原告主张“好 省”软件经其长期宣传已具有影响力，被告软件与原告软件名称和图标相近、内容业务相同，已造成公众 混淆，请求法院判令被告停止不当行为并赔偿损失。,,,,yes,赔偿损失；原告；被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_13,CC0189_2025_石景山_一模_20,法院经审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。,法院经审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。,,,,yes,原告；被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_14,CC0189_2025_石景山_一模_20,阅读材料，参考示例，完成下表。,阅读材料，参考示例，完成下表。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_15,CC0189_2025_石景山_一模_20,案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。,案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。,,,,,,背景或价值铺垫,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_16,CC0189_2025_石景山_一模_20,案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。,案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。,,,,,反不正当竞争法；经营者,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_17,CC0189_2025_石景山_一模_20,原被告两款软件功能相似，存 在竞争关系。,原被告两款软件功能相似，存 在竞争关系。,,,,,被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0189_2025_石景山_一模_20_18,CC0189_2025_石景山_一模_20,被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。,被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。,,,,yes,侵权责任；停止侵害；赔偿损失；原告；被告,carries 法律事实/规则信号,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_sentence_split_from_text_layer
M_CC0200_2025_西城_二模_18_01,CC0200_2025_西城_二模_18,18.（8 分） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达45 万余元。,18.（8 分） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达45 万余元。,,,,,,背景或价值铺垫,F0124:text | F0125:page 6 | F0125:page 9 | F0337:text,heuristic_sentence_split_from_text_layer
M_CC0200_2025_西城_二模_18_02,CC0200_2025_西城_二模_18,家长：我们发现之后，先跟主播沟通，有几位主播退了一部分钱，总计5 万余元。,家长：我们发现之后，先跟主播沟通，有几位主播退了一部分钱，总计5 万余元。,,,,,,背景或价值铺垫,F0124:text | F0125:page 6 | F0125:page 9 | F0337:text,heuristic_sentence_split_from_text_layer
M_CC0200_2025_西城_二模_18_03,CC0200_2025_西城_二模_18,后与平台客服沟通， 想要回其余40 万余元的打赏款，遭到拒绝。,后与平台客服沟通， 想要回其余40 万余元的打赏款，遭到拒绝。,,,,,,背景或价值铺垫,F0124:text | F0125:page 6 | F0125:page 9 | F0337:text,heuristic_sentence_split_from_text_layer
